Title,Description,Keywords,Reward,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.feedback,Answer.q_question-3D-0,Answer.q_question-3D-1,Answer.q_question-3D-2,Answer.q_question-3D-3,Answer.q_question-3D-4,Answer.q_question-3D-5,Answer.q_question-3D-6,Answer.q_question-stacked-1,Answer.q_question-stacked-2,Answer.q_question-stacked-3,Answer.q_question-stacked-4,Answer.q_question-stacked-5,Answer.q_question-stacked-6,Answer.tm,Approve,Reject,UPDATE-moral-parliament-q
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3189,Submitted,Wed Aug 30 16:00:20 PDT 2023,Wed Aug 30 16:59:50 PDT 2023,Thu Aug 31 16:59:50 PDT 2023,,,,3570,100% (8/8),0% (0/0),0% (0/0),{},abscissa,B,two,none,A,one,two,A,one,two,B,one,three,1933.258,,,9
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3190,Submitted,Wed Aug 30 14:59:58 PDT 2023,Wed Aug 30 15:09:42 PDT 2023,Thu Aug 31 15:09:42 PDT 2023,,,,584,100% (6/6),100% (2/2),0% (0/0),{},elephant,B,two,one,B,one,one,A,one,two,B,one,three,383.219,,,10
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3191,Submitted,Wed Aug 30 15:00:10 PDT 2023,Wed Aug 30 15:09:27 PDT 2023,Thu Aug 31 15:09:27 PDT 2023,,,,557,100% (131/131),100% (1/1),0% (0/0),{},elephant,B,one,two,A,one,one,A,one,two,B,one,three,491.745,,,13
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3192,Submitted,Wed Aug 30 15:00:21 PDT 2023,Wed Aug 30 15:48:23 PDT 2023,Thu Aug 31 15:48:23 PDT 2023,,,,2882,100% (110/110),100% (1/1),0% (0/0),{},elephant,B,two,two,A,one,one,A,one,two,B,one,three,851.046,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3193,Submitted,Wed Aug 30 15:00:20 PDT 2023,Wed Aug 30 15:18:48 PDT 2023,Thu Aug 31 15:18:48 PDT 2023,,,,1108,100% (35/35),0% (0/0),0% (0/0),{},line,A,two,one,B,two,three,A,two,two,B,one,three,328.687,,,5
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3194,Submitted,Wed Aug 30 15:13:12 PDT 2023,Wed Aug 30 15:25:27 PDT 2023,Thu Aug 31 15:25:27 PDT 2023,,,,735,100% (159/159),100% (1/1),0% (0/0),{},elephant,B,one,one,A,one,one,A,one,two,B,one,three,216.946,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3195,Submitted,Wed Aug 30 14:59:57 PDT 2023,Wed Aug 30 15:23:05 PDT 2023,Thu Aug 31 15:23:05 PDT 2023,,,,1388,100% (52/52),100% (1/1),0% (0/0),This was a little difficult. Hope I did okay!,elephant,B,one,two,A,one,three,A,one,two,B,one,three,944.148,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3196,Submitted,Wed Aug 30 15:01:02 PDT 2023,Wed Aug 30 15:12:19 PDT 2023,Thu Aug 31 15:12:19 PDT 2023,,,,677,100% (6739/6739),100% (236/236),100% (77/77),{},elephant,B,one,two,A,one,three,A,one,two,B,one,three,565.415,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3197,Submitted,Wed Aug 30 15:00:09 PDT 2023,Wed Aug 30 15:30:06 PDT 2023,Thu Aug 31 15:30:06 PDT 2023,,,,1797,100% (6/6),100% (4/4),100% (1/1),{},elephant,B,one,two,A,one,three,A,one,two,B,one,three,1122.714,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3198,Submitted,Wed Aug 30 15:29:35 PDT 2023,Wed Aug 30 16:24:45 PDT 2023,Thu Aug 31 16:24:45 PDT 2023,,,,3310,100% (226/226),100% (12/12),0% (0/0),{},elephant,B,two,two,A,one,one,A,two,three,B,one,three,216.958,,,10
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3199,Submitted,Wed Aug 30 16:00:40 PDT 2023,Wed Aug 30 16:20:14 PDT 2023,Thu Aug 31 16:20:14 PDT 2023,,,,1174,100% (10/10),100% (10/10),0% (0/0),{},GRADIENT,A,two,two,A,one,two,A,three,two,B,one,three,110.033,,,8
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3200,Submitted,Wed Aug 30 16:00:19 PDT 2023,Wed Aug 30 16:29:48 PDT 2023,Thu Aug 31 16:29:48 PDT 2023,,,,1769,100% (28/28),0% (0/0),0% (0/0),{},elephant,B,two,two,B,two,one,A,one,two,B,one,three,169.047,,,10
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3201,Submitted,Wed Aug 30 15:00:09 PDT 2023,Wed Aug 30 15:20:34 PDT 2023,Thu Aug 31 15:20:34 PDT 2023,,,,1225,100% (6574/6574),100% (735/735),100% (61/61),{},elephant,B,one,two,A,one,three,A,one,two,B,one,three,938.057,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3202,Submitted,Wed Aug 30 14:59:58 PDT 2023,Wed Aug 30 15:42:04 PDT 2023,Thu Aug 31 15:42:04 PDT 2023,,,,2526,100% (591/591),100% (566/566),0% (0/0),{},elephant,B,one,two,A,none,one,A,one,two,B,one,three,1143.914,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3203,Submitted,Wed Aug 30 15:40:54 PDT 2023,Wed Aug 30 16:19:16 PDT 2023,Thu Aug 31 16:19:16 PDT 2023,,,,2302,100% (89/89),0% (0/0),0% (0/0),{},a,none,none,two,A,one,one,A,one,two,B,one,three,345.087,,,10
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3204,Submitted,Wed Aug 30 16:00:40 PDT 2023,Wed Aug 30 16:40:47 PDT 2023,Thu Aug 31 16:40:47 PDT 2023,,,,2407,100% (2/2),100% (1/1),0% (0/0),No there is no issues occurred.,depth,B,one,two,A,two,one,A,one,two,B,one,three,900.777,,,11
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3205,Submitted,Wed Aug 30 15:00:20 PDT 2023,Wed Aug 30 15:35:50 PDT 2023,Thu Aug 31 15:35:50 PDT 2023,,,,2130,100% (700/700),0% (0/0),0% (0/0),{},elephant,B,one,two,A,one,one,A,one,two,B,one,three,1653.38,,,13
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3206,Submitted,Wed Aug 30 15:00:10 PDT 2023,Wed Aug 30 15:24:43 PDT 2023,Thu Aug 31 15:24:43 PDT 2023,,,,1473,100% (3/3),0% (0/0),0% (0/0),{},line,B,two,two,A,three,two,A,one,two,A,one,three,270.877,,,8
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3207,Submitted,Wed Aug 30 16:00:40 PDT 2023,Wed Aug 30 16:33:24 PDT 2023,Thu Aug 31 16:33:24 PDT 2023,,,,1964,100% (227/227),100% (2/2),0% (0/0),{},elephant,B,one,two,A,one,one,A,one,two,B,one,three,450.297,,,13
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3208,Submitted,Wed Aug 30 15:01:33 PDT 2023,Wed Aug 30 15:17:25 PDT 2023,Thu Aug 31 15:17:25 PDT 2023,,,,952,100% (18/18),100% (2/2),0% (0/0),{},depth,B,two,two,A,three,one,A,one,two,B,two,three,84.091,,,9
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3209,Submitted,Wed Aug 30 14:59:58 PDT 2023,Wed Aug 30 15:28:45 PDT 2023,Thu Aug 31 15:28:45 PDT 2023,,,,1727,100% (43/43),100% (1/1),0% (0/0),none,elephant,B,one,two,A,none,one,A,one,two,B,one,three,602.923,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3210,Submitted,Wed Aug 30 14:59:58 PDT 2023,Wed Aug 30 15:37:07 PDT 2023,Thu Aug 31 15:37:07 PDT 2023,,,,2229,100% (67/67),100% (3/3),0% (0/0),{},elephant,B,one,two,A,none,one,A,one,two,B,one,three,948.815,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3211,Submitted,Wed Aug 30 14:59:58 PDT 2023,Wed Aug 30 15:43:53 PDT 2023,Thu Aug 31 15:43:53 PDT 2023,,,,2635,100% (32/32),100% (1/1),0% (0/0),{},elephant,B,one,two,A,none,one,A,one,two,B,one,three,1234.663,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3212,Submitted,Wed Aug 30 15:00:21 PDT 2023,Wed Aug 30 15:05:52 PDT 2023,Thu Aug 31 15:05:52 PDT 2023,,,,331,0% (0/0),0% (0/0),0% (0/0),{},Y,B,one,two,A,three,one,B,two,two,A,three,three,309.159,,,7
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3213,Submitted,Wed Aug 30 14:59:58 PDT 2023,Wed Aug 30 15:38:38 PDT 2023,Thu Aug 31 15:38:38 PDT 2023,,,,2320,100% (557/557),100% (497/497),0% (0/0),NONE,ELEPHANT,B,one,two,A,none,one,A,one,two,B,one,three,807.162,,,11
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3214,Submitted,Wed Aug 30 16:00:30 PDT 2023,Wed Aug 30 16:42:27 PDT 2023,Thu Aug 31 16:42:27 PDT 2023,,,,2517,100% (1/1),0% (0/0),0% (0/0),{},elephant,B,two,two,A,one,three,A,one,two,B,one,three,550.83,,,11
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3215,Submitted,Wed Aug 30 15:00:21 PDT 2023,Wed Aug 30 15:21:45 PDT 2023,Thu Aug 31 15:21:45 PDT 2023,,,,1284,100% (4/4),0% (0/0),0% (0/0),{},elephant,B,one,two,A,one,one,A,one,two,B,one,three,1086.885,,,13
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3216,Submitted,Wed Aug 30 14:59:58 PDT 2023,Wed Aug 30 15:15:45 PDT 2023,Thu Aug 31 15:15:45 PDT 2023,,,,947,100% (3/3),0% (0/0),0% (0/0),{},elephant,B,one,two,A,one,three,A,one,two,B,one,three,675.24,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3217,Submitted,Wed Aug 30 15:00:09 PDT 2023,Wed Aug 30 15:45:06 PDT 2023,Thu Aug 31 15:45:06 PDT 2023,,,,2697,100% (478/478),100% (1/1),0% (0/0),{},elephant,B,three,two,A,one,one,A,one,one,C,one,three,450.664,,,10
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3218,Submitted,Wed Aug 30 15:00:31 PDT 2023,Wed Aug 30 15:27:20 PDT 2023,Thu Aug 31 15:27:20 PDT 2023,,,,1609,100% (5/5),0% (0/0),0% (0/0),{},elephant,B,one,two,A,one,one,A,one,two,B,one,three,1166.696,,,13
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3219,Submitted,Wed Aug 30 15:58:47 PDT 2023,Wed Aug 30 16:13:57 PDT 2023,Thu Aug 31 16:13:57 PDT 2023,,,,910,100% (8/8),100% (1/1),0% (0/0),{},elephant,B,two,one,A,one,three,A,one,two,B,one,one,549.984,,,9
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3220,Submitted,Wed Aug 30 16:00:40 PDT 2023,Wed Aug 30 16:27:20 PDT 2023,Thu Aug 31 16:27:20 PDT 2023,,,,1600,100% (7/7),100% (2/2),0% (0/0),"Question: 3D-0 is the only one I really had to question and had to enter my best guess, the rest I think are correct (but also know there's a possibility of being wrong).  I enjoy charts but this 3D charts are new to me, Thanks and good luck!",XZ,B,one,two,A,one,one,A,one,two,B,one,three,1415.973,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3221,Submitted,Wed Aug 30 15:54:41 PDT 2023,Wed Aug 30 16:23:00 PDT 2023,Thu Aug 31 16:23:00 PDT 2023,,,,1699,100% (1/1),0% (0/0),0% (0/0),{},Y,B,one,none,B,none,three,A,two,none,B,one,three,682.374,,,6
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3222,Submitted,Wed Aug 30 15:52:15 PDT 2023,Wed Aug 30 16:46:40 PDT 2023,Thu Aug 31 16:46:40 PDT 2023,,,,3265,100% (215/215),100% (8/8),0% (0/0),{},Cube,A,two,one,A,one,one,A,one,two,A,one,three,76.062,,,8
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3223,Submitted,Wed Aug 30 16:00:40 PDT 2023,Wed Aug 30 16:33:07 PDT 2023,Thu Aug 31 16:33:07 PDT 2023,,,,1947,100% (2/2),0% (0/0),0% (0/0),good,x,B,three,two,B,two,two,A,three,two,B,three,two,134.417,,,5
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3224,Submitted,Wed Aug 30 15:00:20 PDT 2023,Wed Aug 30 15:05:44 PDT 2023,Thu Aug 31 15:05:44 PDT 2023,,,,324,100% (211/211),0% (0/0),0% (0/0),{},x,C,two,three,B,three,one,C,one,two,B,three,two,112.371,,,4
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3225,Submitted,Wed Aug 30 15:00:20 PDT 2023,Wed Aug 30 15:15:53 PDT 2023,Thu Aug 31 15:15:53 PDT 2023,,,,933,100% (237/237),0% (0/0),0% (0/0),{},elephant,B,one,two,A,one,one,A,one,two,B,one,three,419.597,,,13
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3226,Submitted,Wed Aug 30 15:00:10 PDT 2023,Wed Aug 30 15:24:17 PDT 2023,Thu Aug 31 15:24:17 PDT 2023,,,,1447,100% (45/45),100% (2/2),0% (0/0),none,elephant,B,one,two,A,none,one,A,one,two,B,one,three,1410.122,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3227,Submitted,Wed Aug 30 15:00:21 PDT 2023,Wed Aug 30 15:17:05 PDT 2023,Thu Aug 31 15:17:05 PDT 2023,,,,1004,100% (29/29),100% (1/1),0% (0/0),{},depth,B,two,two,A,three,one,A,one,two,B,two,three,476.49,,,9
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3228,Submitted,Wed Aug 30 15:00:09 PDT 2023,Wed Aug 30 15:45:31 PDT 2023,Thu Aug 31 15:45:31 PDT 2023,,,,2722,100% (6409/6409),100% (1020/1020),100% (298/298),{},elephant,B,one,two,A,one,one,A,one,two,B,one,three,568.677,,,13
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3229,Submitted,Wed Aug 30 14:59:58 PDT 2023,Wed Aug 30 15:32:27 PDT 2023,Thu Aug 31 15:32:27 PDT 2023,,,,1949,100% (5/5),100% (1/1),100% (1/1),{},elephant,B,one,two,A,one,one,A,one,two,B,one,three,1047.207,,,13
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3230,Submitted,Wed Aug 30 15:00:09 PDT 2023,Wed Aug 30 15:21:37 PDT 2023,Thu Aug 31 15:21:37 PDT 2023,,,,1288,100% (24383/24383),100% (1085/1085),100% (574/574),"Its mentioned that ""If a group has an outcome of zero for a proposal it won't show up in the chart"", and then the answer options includes a group ""three"" that is not on the chart. For questions about the smallest group, ""0"" would likely be the smallest and thus not shown on the chart, but it seemed strange to select this unseen group in the answer choices. Thus I chose from the smallest *visible* groups and assume that the answer choices one, two, three, and none were just consistent throughout the survey and not meant to designate additional unseen groups of ""0"".",elephant,B,one,two,A,one,one,A,one,two,B,one,three,809.942,,,13
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3231,Submitted,Wed Aug 30 15:00:10 PDT 2023,Wed Aug 30 15:46:48 PDT 2023,Thu Aug 31 15:46:48 PDT 2023,,,,2798,100% (3301/3301),100% (3298/3298),100% (449/449),{},name not specified,B,two,two,A,one,three,A,one,two,B,one,three,2187.339,,,10
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3232,Submitted,Wed Aug 30 15:00:41 PDT 2023,Wed Aug 30 15:55:40 PDT 2023,Thu Aug 31 15:55:40 PDT 2023,,,,3299,100% (148/148),100% (142/142),100% (109/109),{},elephant,B,one,two,A,one,three,A,one,two,B,one,three,858.527,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3233,Submitted,Wed Aug 30 14:59:58 PDT 2023,Wed Aug 30 15:51:16 PDT 2023,Thu Aug 31 15:51:16 PDT 2023,,,,3078,100% (17/17),100% (1/1),0% (0/0),{},elephant,B,two,two,A,one,one,A,one,two,B,one,three,528.45,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3234,Submitted,Wed Aug 30 16:00:40 PDT 2023,Wed Aug 30 16:25:05 PDT 2023,Thu Aug 31 16:25:05 PDT 2023,,,,1465,100% (5498/5498),100% (506/506),0% (0/0),{},elephant,B,two,two,A,two,one,A,one,two,B,one,three,1298.914,,,11
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3235,Submitted,Wed Aug 30 15:00:20 PDT 2023,Wed Aug 30 15:06:10 PDT 2023,Thu Aug 31 15:06:10 PDT 2023,,,,350,100% (10/10),100% (10/10),0% (0/0),{},GRADIENT,B,two,three,A,two,three,A,two,three,B,one,three,241.663,,,6
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3236,Submitted,Wed Aug 30 15:00:10 PDT 2023,Wed Aug 30 15:19:31 PDT 2023,Thu Aug 31 15:19:31 PDT 2023,,,,1161,100% (4504/4504),100% (1227/1227),100% (326/326),{},elephant,B,one,one,A,one,one,A,one,two,B,one,three,632.616,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3237,Submitted,Wed Aug 30 15:00:31 PDT 2023,Wed Aug 30 15:52:15 PDT 2023,Thu Aug 31 15:52:15 PDT 2023,,,,3104,100% (3/3),100% (1/1),0% (0/0),{},elephant,B,two,two,A,two,one,A,one,two,B,one,three,501.767,,,11
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3238,Submitted,Wed Aug 30 14:59:58 PDT 2023,Wed Aug 30 15:41:58 PDT 2023,Thu Aug 31 15:41:58 PDT 2023,,,,2520,100% (50/50),100% (2/2),0% (0/0),{},elephant,B,one,two,A,none,one,A,one,two,B,one,three,1090.075,,,12
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Wed Aug 30 14:59:42 PDT 2023,100,3600,86400,Wed Sep 06 14:59:42 PDT 2023,,,3239,Submitted,Wed Aug 30 15:53:16 PDT 2023,Wed Aug 30 16:19:13 PDT 2023,Thu Aug 31 16:19:13 PDT 2023,,,,1557,100% (9/9),0% (0/0),0% (0/0),good,y,B,two,three,C,one,none,B,two,three,A,three,none,181.799,,,2
